implementation,batch,tokens,channels,layers,avg_ms,min_ms,max_ms
Optimized C++,8,2,1,1,2.0983181333333336,1.605,9.3735
Optimized C++,8,4,2,2,6.3762278666666665,6.221084,8.12225
Optimized C++,8,8,4,4,25.673072133333335,24.979417,29.353083
Optimized C++,8,16,8,8,107.84118050000001,103.799166,141.969
Optimized C++,8,32,16,16,505.63620140000006,483.748917,528.568792
