implementation,batch,tokens,channels,layers,avg_ms,min_ms,max_ms
SIMD C++,8,2,1,1,0.8718346666666664,0.861,0.939209
SIMD C++,8,4,2,2,3.447074866666666,3.383208,3.799333
SIMD C++,8,8,4,4,14.205106933333337,13.944208,18.575084
SIMD C++,8,16,8,8,66.43276253333333,58.892208,98.185833
SIMD C++,8,32,16,16,276.6578583666667,265.558375,301.937709
SIMD C++,8,64,32,32,1447.0776168,1376.839,1539.358583
SIMD C++,8,128,64,64,7569.407772233335,7310.170709,8072.963292
