implementation,batch,tokens,channels,avg_ms,min_ms,max_ms
Python,8,16,2,66.11510999999999,63.1032,73.3637
Python,8,32,2,107.98116999999999,101.5885,119.2662
Python,8,64,2,191.27833,186.2099,200.8922
Python,8,128,2,341.92534,336.0483,352.5714
Python,8,256,2,739.12087,715.7642,752.7221
Python,8,512,2,1612.58359,1597.3355,1649.9778
Python,8,1024,2,3934.9993600000003,3928.8647,3939.55
Python,8,2048,2,9862.00206,9814.444,9899.2058
Python,8,4096,2,30995.8831,29811.9122,32179.854
