implementation,batch,tokens,channels,avg_ms,min_ms,max_ms
C++,8,16,2,1840.2413800000002,1802.2381,1896.7502
C++,8,32,2,3725.38148,3640.5699,3817.1209
C++,8,64,2,7094.91584,7052.0167,7118.9701
C++,8,128,2,13691.86831,13644.4074,13803.8273
C++,8,256,2,26908.23761,26725.0036,27445.0309
