batch,tokens,channels,flops,bytes_est,intensity,gflops
8,16,2,63694604.0,2670592.0,23.85036875718942,1.1735517109736142
8,32,2,128024076.0,5373952.0,23.823077690310594,1.07975138298912
8,64,2,258587660.0,10878976.0,23.76948528979198,0.9317530307416446
8,128,2,527333388.0,22282240.0,23.666085097369027,0.6963944134559233
8,256,2,1095299084.0,46661632.0,23.4732270830133,0.4654773198628163
8,512,2,2353127436.0,101711872.0,23.13522885509373,0.332871574275501
