implementation,batch,tokens,channels,layers,avg_ms,min_ms,max_ms
Python,8,2,1,1,3.6715222666666656,3.557792,4.056709
Python,8,4,2,2,7.885079133333334,7.445833,8.963833
Python,8,8,4,4,19.669993033333338,18.888583,20.881041
Python,8,16,8,8,54.859269466666674,54.353834,55.813834
Python,8,32,16,16,181.02585833333333,179.696833,183.052417
Python,8,64,32,32,677.4951930000001,674.097041,683.449709
Python,8,128,64,64,2809.1494055666667,2781.2205,2933.952375
