implementation,batch,tokens,channels,avg_ms,min_ms,max_ms
Python,8,2,1,3.171320833333334,3.104959,3.488042
Python,8,4,2,6.7052457,6.42725,8.395875
Python,8,8,4,16.543131966666667,16.110792,21.412125
Python,8,16,8,46.55001813333333,45.696208,52.865292
Python,8,32,16,161.74384306666667,152.864625,208.193041
