implementation,batch,tokens,channels,layers,avg_ms,min_ms,max_ms
simd C++,8,2,1,1,0.6454486666666667,0.634209,0.694708
simd C++,8,4,2,2,3.6620402999999997,2.382875,30.783375
simd C++,8,8,4,4,9.896987400000004,9.280459,11.309041
simd C++,8,16,8,8,43.7834124,39.695875,69.56075
simd C++,8,32,16,16,199.3263445666667,186.835791,236.090958
simd C++,8,64,32,32,1050.3810041333334,1004.69325,1119.178292
simd C++,8,128,64,64,6633.299643133333,6387.781875,7035.494209
