implementation,batch,tokens,channels,layers,avg_ms,min_ms,max_ms
simd C++,8,2,1,1,0.8172555333333331,0.797125,0.903709
simd C++,8,4,2,2,3.186682,3.083916,4.454834
simd C++,8,8,4,4,12.326641599999999,12.152334,12.536
simd C++,8,16,8,8,50.75634853333334,49.204042,60.41775
simd C++,8,32,16,16,231.11061806666666,217.404125,301.617292
simd C++,8,64,32,32,1176.4080930333332,1129.364792,1221.525625
simd C++,8,128,64,64,6905.874659633335,6591.350791,7215.342042
