implementation,batch,tokens,channels,layers,avg_ms,min_ms,max_ms
Python,8,2,1,1,2.9390180999999993,2.6365,4.341417
Python,8,4,2,2,7.0481292333333325,6.906208,7.352542
Python,8,8,4,4,21.985058433333332,21.400125,23.646333
Python,8,16,8,8,82.03836393333333,79.135292,97.125041
Python,8,32,16,16,344.5947541333333,331.3185,382.570667
Python,8,64,32,32,1898.1072152666668,1831.689416,2154.292333
Python,8,128,64,64,10080.193530566665,9532.062375,13272.628958
