implementation,batch,tokens,channels,layers,avg_ms,min_ms,max_ms
Optimized C++,8,2,1,1,1.5680319666666662,1.431209,1.846417
Optimized C++,8,4,2,2,5.663230500000001,5.584084,5.721833
Optimized C++,8,8,4,4,23.0906375,22.824708,24.48125
Optimized C++,8,16,8,8,95.43755836666665,95.057,99.162125
Optimized C++,8,32,16,16,418.1221764,417.3865,423.239125
Optimized C++,8,64,32,32,2009.9463014666665,1990.04825,2083.079041
Optimized C++,8,128,64,64,10101.341892866667,10048.795583,10343.976583
