implementation,batch,tokens,channels,avg_ms,min_ms,max_ms
Optimized C++,8,2,1,1.7056278333333337,1.491083,2.061167
Optimized C++,8,4,2,5.756029166666667,5.70825,5.883917
Optimized C++,8,8,4,23.12328346666667,22.742708,24.075167
Optimized C++,8,16,8,99.48605273333334,96.016208,133.363625
Optimized C++,8,32,16,429.5856903333332,418.546167,464.328625
