implementation,batch,tokens,channels,avg_ms,min_ms,max_ms
Optimized C++,8,16,2,56.30287633333332,53.659,66.513042
Optimized C++,8,32,2,124.08248773333334,117.638167,154.455292
Optimized C++,8,64,2,301.29462220000005,292.557041,308.576084
Optimized C++,8,128,2,833.9453305333334,804.423208,858.057708
