implementation,batch,tokens,channels,avg_ms,min_ms,max_ms
C++,8,16,2,54.27507233333333,53.306792,56.947625
C++,8,32,2,118.56810559999998,117.057542,125.164583
C++,8,64,2,277.5281125666667,276.703667,285.183916
C++,8,128,2,757.2338000000001,717.177458,824.7
C++,8,256,2,2353.0664916666665,2238.292834,2931.361375
C++,8,512,2,7069.175074866666,6780.877375,8118.29425
