implementation,batch,tokens,channels,avg_ms,min_ms,max_ms
Python,8,16,2,33.207,28.675,55.837
Python,8,32,2,60.813,59.077,70.551
Python,8,64,2,193.675,185.320,261.178
Python,8,128,2,433.040,427.072,443.102
Python,8,256,2,1029.742,997.915,1148.912
Python,8,512,2,2574.157,2259.787,3354.937
