implementation,batch,tokens,channels,layers,avg_ms,min_ms,max_ms
Python,8,2,1,1,4.3604973,3.778792,5.129792
Python,8,4,2,2,9.935273633333331,8.158833,35.233292
Python,8,8,4,4,22.273027933333335,19.52725,27.488167
Python,8,16,8,8,54.87830686666666,54.080791,56.620667
Python,8,32,16,16,182.39611266666668,178.665917,195.879584
Python,8,64,32,32,702.8477013666666,674.270917,779.651625
Python,8,128,64,64,2867.541776366667,2813.661291,3030.122042
