implementation,batch,tokens,channels,avg_ms,min_ms,max_ms
C++,8,4,1,2010.4252361,1972.956583,2085.371209
C++,8,8,2,7863.827741633333,7857.423208,7890.194875
C++,8,16,4,31688.654797266663,31426.190709,32669.669292
C++,8,32,8,126656.22124309998,125589.837875,129372.970334
